,Date,FIIcall,FIIput,FIIFuture,FIIFutOI,FIICash,DIIcash
539,06 Jun 2023,-67.6,-23.6,-920.0,-10.1,386.0,-489.0
538,07 Jun 2023,38.3,-51.3,806.0,-1.5,1383.0,392.0
537,08 Jun 2023,-59.9,42.5,-442.0,-4.5,212.0,-405.0
536,09 Jun 2023,-37.5,112.3,-618.0,-6.5,-309.0,1246.0
535,12 Jun 2023,72.5,-62.4,969.0,-2.1,-627.0,1794.0
534,13 Jun 2023,24.9,-36.5,615.0,4.3,1678.0,-203.0
533,14 Jun 2023,-3.5,-4.8,758.0,12.5,1715.0,-655.0
532,15 Jun 2023,-93.2,13.2,-746.0,5.8,3086.0,-298.0
531,16 Jun 2023,64.3,-47.6,1181.0,18.4,795.0,681.0
530,19 Jun 2023,-40.2,42.3,-1325.0,4.2,-1031.0,-365.0
529,20 Jun 2023,-44.2,-95.3,370.0,7.0,-1943.0,1973.0
528,21 Jun 2023,-15.2,-47.5,212.0,9.0,4013.0,550.0
527,22 Jun 2023,73.5,138.3,325.0,12.2,-693.0,219.0
526,23 Jun 2023,16.6,89.8,-248.0,9.4,-345.0,-684.0
525,26 Jun 2023,-37.5,-75.5,263.0,11.4,-409.0,250.0
524,27 Jun 2023,-37.5,-75.5,263.0,11.4,2029.0,-1991.0
523,28 Jun 2023,-69.7,-163.3,-848.0,56.1,12350.0,-1021.0
522,30 Jun 2023,11.8,-23.2,1540.0,72.4,6397.0,1198.0
521,03 Jul 2023,18.8,41.9,434.0,77.4,1996.0,-338.0
520,04 Jul 2023,11.3,48.2,1173.0,89.8,2134.0,-785.0
519,05 Jul 2023,-81.9,-50.3,463.0,94.4,1603.0,-439.0
518,06 Jul 2023,-2.6,-2.6,15.9,780.0,2641.0,-2352.0
517,07 Jul 2023,162.1,156.5,-975.0,91.6,790.0,-2964.0
516,10 Jul 2023,-219.5,-43.0,321.0,94.6,588.0,288.0
515,11 Jul 2023,82.9,-16.5,153.0,94.6,1197.0,-7.0
514,12 Jul 2023,-31.7,27.7,75.0,96.0,-1242.0,437.0
513,13 Jul 2023,73.5,-26.3,-907.0,86.5,2238.0,-1197.0
512,14 Jul 2023,-70.1,-97.3,252.0,88.6,2636.0,-772.0
511,17 Jul 2023,58.1,-12.7,218.0,91.1,73.0,64.0
510,18 Jul 2023,-23.0,51.9,501.0,96.7,2116.0,-1318.0
509,19 Jul 2023,37.1,-29.0,-460.0,93.2,1165.0,-2135.0
508,20 Jul 2023,4.5,-40.5,996.0,11.1,3371.0,-193.0
507,21 Jul 2023,19745.0,-19.0,129.6,-1415.0,-1999.0,1291.0
506,24 Jul 2023,19672.35,-108.0,-19.0,316.0,-83.0,935.0
505,25 Jul 2023,19680.6,110.0,132.9,-1060.0,1089.0,-334.0
504,26 Jul 2023,19778.3,-44.5,-96.8,381.0,923.0,470.0
503,27 Jul 2023,19659.9,-63.8,-111.3,-3090.0,-3979.0,2528.0
502,28 Jul 2023,19646.05,139.2,224.7,-1802.0,-1024.0,1634.0
501,31 Jul 2023,19753.8,-9.6,-87.1,-731.0,-701.0,2488.0
500,01 Aug 2023,19733.55,-35.9,-21.5,-45.0,-93.0,1036.0
499,02 Aug 2023,19526.55,32.0,93.7,-860.0,-1878.0,-2.0
498,03 Aug 2023,19381.65,-49.2,-47.7,-3442.0,-317.0,1729.0
497,04 Aug 2023,19517.0,7.8,-3.3,1105.0,-556.0,367.0
496,07 Aug 2023,19597.3,69.0,-27.7,636.0,-1893.0,1081.0
495,08 Aug 2023,19570.85,25.8,72.2,424.0,-711.0,537.0
494,09 Aug 2023,19632.55,-37.1,-60.8,-323.0,644.0,-598.0
493,10 Aug 2023,19543.1,-151.6,-72.9,-1162.0,331.0,704.0
492,11 Aug 2023,19428.3,36.4,18.3,-100.0,-3073.0,500.0
491,14 Aug 2023,19428.3,36.4,18.3,-100.0,-2324.0,1461.0
490,16 Aug 2023,19465.0,47.0,221.0,-41.2,723.0,2406.0
489,17 Aug 2023,19365.25,-24.1,-216.0,-41.8,-1511.0,-314.0
488,18 Aug 2023,19310.15,-61.6,1071.0,-30.3,-267.0,339.0
487,21 Aug 2023,19393.6,-33.3,212.0,-27.5,-1901.0,626.0
486,22 Aug 2023,19393.6,-33.3,212.0,-27.5,-495.0,533.0
485,23 Aug 2023,19393.6,-33.3,212.0,-27.5,615.0,125.0
484,24 Aug 2023,19393.6,-33.3,212.0,-27.5,1524.0,5796.0
483,25 Aug 2023,19393.6,-33.3,212.0,-27.5,-4638.0,1415.0
482,28 Aug 2023,19393.6,-33.3,212.0,-27.5,-1393.0,1264.0
481,29 Aug 2023,19393.6,-33.3,212.0,-27.5,65.0,305.0
480,30 Aug 2023,19393.6,-33.3,212.0,-27.5,-494.0,1324.0
479,31 Aug 2023,-76.8,-2490.0,1.7,25.8,-2973.0,4383.0
478,01 Sep 2023,-45.4,99.0,3.2,1.5,488.0,2295.0
477,04 Sep 2023,-15.0,150.0,5.6,2.4,-3368.0,2563.0
476,15 Sep 2023,-70.0,280.0,62.0,3.2,164.0,1939.0
475,18 Sep 2023,77.7,-331.0,59.0,-3.0,-1237.0,553.0
474,20 Sep 2023,-96.4,-2182.0,33.9,-25.1,-3111.0,-573.0
473,21 Sep 2023,116.3,-880.0,22.6,-11.3,-3007.0,1158.0
472,22 Sep 2023,-40.7,-1124.0,12.1,-10.5,-1327.0,801.0
471,25 Sep 2023,-16.3,-1466.0,-3.5,-15.6,-2333.0,1579.0
470,26 Sep 2023,2.8,-359.0,-7.0,-3.5,-693.0,715.0
469,27 Sep 2023,-22.3,-1189.0,-20.8,-13.8,-354.0,386.0
468,28 Sep 2023,34.7,-3893.0,-57.3,-36.4,-3364.0,2711.0
467,29 Sep 2023,-124.1,-701.0,-65.3,-8.0,-1686.0,2751.0
466,03 Oct 2023,344.9,-1839.0,-85.9,-20.6,-2034.0,1361.0
465,04 Oct 2023,-33.2,-560.0,-92.2,-6.3,-4424.0,1769.0
464,05 Oct 2023,-113.0,524.0,-88.3,3.9,-1864.0,521.0
463,06 Oct 2023,-17.2,404.0,-84.4,3.9,-90.0,783.0
462,09 Oct 2023,-15.4,-290.0,-87.8,-3.5,-998.0,2661.0
461,10 Oct 2023,-206.3,303.0,-85.7,2.1,-1005.0,1963.0
460,11 Oct 2023,167.2,1120.0,-73.8,11.9,-422.0,1032.0
459,12 Oct 2023,-46.2,253.0,-70.6,3.1,-1863.0,1532.0
458,13 Oct 2023,9.5,-784.0,-81.1,-10.4,317.0,-103.0
457,16 Oct 2023,-20.7,28.0,-78.8,2.3,-594.0,1184.0
456,17 Oct 2023,269.5,465.0,-72.3,6.5,264.0,113.0
455,18 Oct 2023,-139.1,-385.0,-80.2,-7.9,-1832.0,1470.0
454,19 Oct 2023,26.3,-392.0,-82.9,-2.7,-1093.0,736.0
453,20 Oct 2023,74.5,-636.0,-89.5,-6.6,456.0,9.0
452,23 Oct 2023,-115.4,-328.0,-90.5,-1.0,252.0,1112.0
451,25 Oct 2023,202.8,-152.0,-92.3,-1.8,-4237.0,3569.0
450,26 Oct 2023,-127.6,-3405.0,-152.1,-59.7,-7703.0,6558.0
449,27 Oct 2023,-73.6,-111.0,-152.8,-0.7,-1500.0,314.0
448,30 Oct 2023,-106.7,-298.0,-157.8,-5.1,-1762.0,1328.0
447,31 Oct 2023,142.2,68.0,-157.3,0.5,-696.0,340.0
446,01 Nov 2023,162.6,-362.0,-162.2,-4.8,-1817.0,1622.0
445,02 Nov 2023,-131.2,-901.0,-175.7,-13.5,-1261.0,1380.0
444,03 Nov 2023,-49.9,1022.0,-162.7,13.0,-12.0,403.0
443,06 Nov 2023,19411.75,1258.0,-147.4,15.3,-549.0,596.0
442,07 Nov 2023,19406.7,125.0,-146.4,1.0,-497.0,700.0
441,08 Nov 2023,19443.5,-308.0,-151.4,-5.1,-85.0,524.0
440,09 Nov 2023,19395.3,-15.0,-151.9,-0.4,-1712.0,1512.0
439,10 Nov 2023,19425.35,-378.0,-156.8,-5.0,-262.0,823.0
438,12 Nov 2023,19525.55,21.0,-156.5,0.3,-190.0,95.0
437,13 Nov 2023,19443.55,616.0,-147.4,9.1,-1244.0,830.0
436,15 Nov 2023,19675.45,347.0,-143.2,4.2,550.0,610.0
435,16 Nov 2023,19765.2,1574.0,-127.1,16.1,957.0,706.0
434,17 Nov 2023,19731.8,-638.0,-136.4,-9.3,-478.0,-565.0
433,20 Nov 2023,19694.0,27.0,-136.1,0.3,-646.0,78.0
432,21 Nov 2023,19783.4,668.0,-130.1,6.0,-456.0,722.0
431,22 Nov 2023,19811.85,369.0,-126.7,3.4,-307.0,721.0
430,23 Nov 2023,19802.0,-554.0,-132.0,-5.3,256.0,457.0
429,24 Nov 2023,19794.7,-2.0,-130.0,2.0,2625.0,134.0
428,28 Nov 2023,19889.7,31.0,-129.0,1.1,784.0,1325.0
427,29 Nov 2023,20096.6,1334.0,-115.9,13.1,72.0,2361.0
426,30 Nov 2023,20133.15,170.0,-56.9,59.0,8148.0,-780.0
425,01 Dec 2023,20267.9,703.0,-47.2,9.8,1590.0,1448.0
424,04 Dec 2023,20686.8,1988.0,-25.4,21.8,2073.0,4797.0
423,05 Dec 2023,20855.1,1938.0,-3.7,21.6,5224.0,-1399.0
422,06 Dec 2023,20937.7,2041.0,23.0,26.7,-80.0,1372.0
421,07 Dec 2023,20901.15,598.0,31.5,8.6,-1564.0,-10.0
420,08 Dec 2023,20969.4,360.0,36.1,4.5,3632.0,-434.0
419,11 Dec 2023,20997.1,-234.0,33.2,-2.9,1261.0,-1033.0
418,12 Dec 2023,20906.4,1379.0,50.2,17.0,77.0,1923.0
417,13 Dec 2023,20926.35,-861.0,38.7,-11.5,4711.0,-958.0
416,14 Dec 2023,21182.7,-340.0,35.4,-3.3,3570.0,553.0
415,15 Dec 2023,21456.65,1451.0,50.2,14.8,9239.0,-3077.0
414,18 Dec 2023,21418.65,16.0,51.4,1.2,-34.0,414.0
413,19 Dec 2023,21453.1,1284.0,65.4,14.0,-602.0,294.0
412,20 Dec 2023,21453.1,1284.0,65.4,14.0,-1322.0,4754.0
411,21 Dec 2023,21255.0,212.0,4333.0,89782.0,-1636.0,1465.0
410,22 Dec 2023,21349.0,-225.0,-4824.0,84690.0,-2829.0,2167.0
409,26 Dec 2023,21441.0,-777.0,-8236.0,77576.0,-95.0,167.0
408,27 Dec 2023,10654.0,7728.0,2926.0,9137.0,2926.0,-192.0
407,28 Dec 2023,13490.0,9131.0,4359.0,18258.0,4359.0,137.0
406,29 Dec 2023,9504.0,8044.0,1459.0,10908.0,1459.0,554.0
405,01 Jan 2024,9504.0,8044.0,1459.0,10908.0,-856.0,410.0
404,02 Jan 2024,9504.0,8044.0,1459.0,10908.0,1602.0,-1959.0
403,03 Jan 2024,9504.0,8044.0,1459.0,10908.0,-619.0,-863.0
402,04 Jan 2024,9504.0,8044.0,1459.0,10908.0,1513.0,-1387.0
401,05 Jan 2024,9504.0,8044.0,1459.0,10908.0,1697.0,-3498.0
400,08 Jan 2024,9504.0,8044.0,1459.0,10908.0,16.0,156.0
399,09 Jan 2024,9504.0,8044.0,1459.0,10908.0,-991.0,104.0
398,10 Jan 2024,9504.0,8044.0,1459.0,10908.0,-1721.0,2080.0
397,11 Jan 2024,9504.0,8044.0,1459.0,10908.0,-865.0,1607.0
396,12 Jan 2024,9504.0,8044.0,1459.0,10908.0,-340.0,2911.0
395,15 Jan 2024,9504.0,8044.0,1459.0,10908.0,1086.0,-821.0
394,16 Jan 2024,9504.0,8044.0,1459.0,10908.0,657.0,-369.0
393,17 Jan 2024,9504.0,8044.0,1459.0,10908.0,-10578.0,4006.0
392,18 Jan 2024,9504.0,8044.0,1459.0,10908.0,-9902.0,5977.0
391,19 Jan 2024,9504.0,8044.0,1459.0,10908.0,-3689.0,2638.0
390,20 Jan 2024,9504.0,8044.0,1459.0,10908.0,-546.0,-719.0
389,23 Jan 2024,9504.0,8044.0,1459.0,10908.0,-3115.0,214.0
388,24 Jan 2024,9504.0,8044.0,1459.0,10908.0,-6935.0,6013.0
387,25 Jan 2024,9504.0,8044.0,1459.0,10908.0,-2144.0,3475.0
386,29 Jan 2024,9504.0,8044.0,1459.0,10908.0,110.0,3221.0
385,30 Jan 2024,9504.0,8044.0,1459.0,10908.0,-1970.0,1002.0
384,31 Jan 2024,9504.0,8044.0,1459.0,10908.0,1661.0,2543.0
383,1 Feb 2024,9504.0,8044.0,1459.0,10908.0,-1879.0,872.0
382,2 Feb 2024,9504.0,8044.0,1459.0,10908.0,71.0,2463.0
381,5 Feb 2024,9504.0,8044.0,1459.0,10908.0,519.0,-1189.0
380,6 Feb 2024,9504.0,8044.0,1459.0,10908.0,93.0,1096.0
379,7 Feb 2024,9504.0,8044.0,1459.0,10908.0,-1691.0,328.0
378,8 Feb 2024,9504.0,8044.0,1459.0,10908.0,-4933.0,5512.0
377,9 Feb 2024,9504.0,8044.0,1459.0,10908.0,142.0,-422.0
376,12 Feb 2024,9504.0,8044.0,1459.0,10908.0,127.0,1712.0
375,13 Feb 2024,9504.0,8044.0,1459.0,10908.0,376.0,274.0
374,14 Feb 2024,9504.0,8044.0,1459.0,10908.0,-3930.0,2898.0
373,15 Feb 2024,9504.0,8044.0,1459.0,10908.0,-3064.0,2277.0
372,16 Feb 2024,9504.0,8044.0,1459.0,10908.0,253.0,1571.0
371,19 Feb 2024,9504.0,8044.0,1459.0,10908.0,-755.0,453.0
370,20 Feb 2024,9504.0,8044.0,1459.0,10908.0,-1336.0,1491.0
369,21 Feb 2024,9504.0,8044.0,1459.0,10908.0,285.0,-412.0
368,22 Feb 2024,9504.0,8044.0,1459.0,10908.0,-1410.0,1826.0
367,23 Feb 2024,9504.0,8044.0,1459.0,10908.0,1276.0,177.0
366,26 Feb 2024,9504.0,8044.0,1459.0,10908.0,-285.0,-5.0
365,27 Feb 2024,9504.0,8044.0,1459.0,10908.0,-1509.0,2862.0
364,28 Feb 2024,9504.0,8044.0,1459.0,10908.0,-1879.0,1827.0
363,29 Feb 2024,9504.0,8044.0,1459.0,10908.0,3568.0,-230.0
362,01 Mar 2024,9504.0,8044.0,1459.0,10908.0,129.0,3815.0
361,02 Mar 2024,9504.0,8044.0,1459.0,10908.0,-82.0,-45.0
360,04 Mar 2024,9504.0,8044.0,1459.0,10908.0,-564.0,3543.0
359,05 Mar 2024,9504.0,8044.0,1459.0,10908.0,574.0,1835.0
358,06 Mar 2024,9504.0,8044.0,1459.0,10908.0,2767.0,2150.0
357,07 Mar 2024,-1535.0,822.0,12546.0,-33795.0,7304.0,2602.0
356,11 Mar 2024,-54856.0,-173.0,-1180.0,-34975.0,4213.0,3238.0
355,12 Mar 2024,-23917.0,442.0,4654.0,-30321.0,73.0,2358.0
354,13 Mar 2024,78424.0,-1382.0,-13499.0,-43820.0,-4595.0,9094.0
353,14 Mar 2024,54368.0,-711.0,-7171.0,-50991.0,-1356.0,139.0
352,15 Mar 2024,-70755.0,-633.0,-6399.0,-57390.0,849.0,-682.0
351,18 Mar 2024,-55885.0,-179.0,-3925.0,-61315.0,-2051.0,2261.0
350,19 Mar 2024,-54665.0,-2143.0,-24044.0,-85359.0,1421.0,7449.0
349,20 Mar 2024,1.13,-928.0,-9865.0,-95224.0,-2599.0,2668.0
348,21 Mar 2024,23775.0,443.0,5875.0,-89349.0,-1827.0,3209.0
347,22 Mar 2024,-50366.0,1433.0,16970.0,-72379.0,-3310.0,3765.0
346,26 Mar 2024,-50366.0,1433.0,16970.0,-72379.0,10.0,5024.0
345,27 Mar 2024,-50366.0,1433.0,16970.0,-72379.0,2170.0,1198.0
344,28 Mar 2024,-50366.0,1433.0,16970.0,-72379.0,188.0,2692.0
343,01 Apr 2024,-50366.0,1433.0,16970.0,-72379.0,-522.0,1208.0
342,02 Apr 2024,-50366.0,1433.0,16970.0,-72379.0,-1623.0,1953.0
341,03 Apr 2024,-50366.0,1433.0,16970.0,-72379.0,-2213.0,1102.0
340,04 Apr 2024,-50366.0,1433.0,16970.0,-72379.0,-1136.0,-893.0
339,05 Apr 2024,-50366.0,1433.0,16970.0,-72379.0,1659.0,-3370.0
338,08 Apr 2024,-50366.0,1433.0,16970.0,-72379.0,-685.0,3471.0
337,09 Apr 2024,-50366.0,1433.0,16970.0,-72379.0,-593.0,2257.0
336,10 Apr 2024,-50366.0,1433.0,16970.0,-72379.0,2778.0,163.0
335,12 Apr 2024,-50366.0,1433.0,16970.0,-72379.0,-8027.0,6341.0
334,15 Apr 2024,-50366.0,1433.0,16970.0,-72379.0,-3268.0,4763.0
333,16 Apr 2024,-50366.0,1433.0,16970.0,-72379.0,-4468.0,2040.0
332,18 Apr 2024,-50366.0,1433.0,16970.0,-72379.0,-4260.0,2286.0
331,19 Apr 2024,-50366.0,1433.0,16970.0,-72379.0,129.0,-53.0
330,22 Apr 2024,-50366.0,1433.0,16970.0,-72379.0,-2915.0,3543.0
329,23 Apr 2024,-50366.0,1433.0,16970.0,-72379.0,-3045.0,2919.0
328,24 Apr 2024,-50366.0,1433.0,16970.0,-72379.0,-2512.0,3810.0
327,25 Apr 2024,-50366.0,1433.0,16970.0,-72379.0,-2823.0,6168.0
326,26 Apr 2024,-50366.0,1433.0,16970.0,-72379.0,-3404.0,4357.0
325,29 Apr 2024,-50366.0,1433.0,16970.0,-72379.0,169.0,692.0
324,30 Apr 2024,-50366.0,1433.0,16970.0,-72379.0,1072.0,1430.0
323,02 May 2024,-50366.0,1433.0,16970.0,-72379.0,-964.0,1352.0
322,03 May 2024,-50366.0,1433.0,16970.0,-72379.0,-2392.0,690.55
321,06 May 2024,-50366.0,1433.0,16970.0,-72379.0,-2169.0,781.0
320,07 May 2024,-50366.0,1433.0,16970.0,-72379.0,-3669.0,2305.0
319,08 May 2024,-50366.0,1433.0,16970.0,-72379.0,-6669.0,5929.0
318,09 May 2024,-50366.0,1433.0,16970.0,-72379.0,-6995.0,5643.0
317,10 May 2024,-50366.0,1433.0,16970.0,-72379.0,-2117.0,2710.0
316,13 May 2024,-50366.0,1433.0,16970.0,-72379.0,-4499.0,3563.0
315,14 May 2024,-50366.0,1433.0,16970.0,-72379.0,-4066.0,3258.0
314,15 May 2024,-50366.0,1433.0,16970.0,-72379.0,-2833.0,3788.0
313,16 May 2024,-50366.0,1433.0,16970.0,-72379.0,-776.0,2128.0
312,17 May 2024,-50366.0,1433.0,16970.0,-72379.0,1617.0,1556.0
311,21 May 2024,-50366.0,1433.0,16970.0,-72379.0,-1875.0,3549.0
310,22 May 2024,-50366.0,1433.0,16970.0,-72379.0,-686.0,962.0
309,23 May 2024,-50366.0,1433.0,16970.0,-72379.0,4671.0,147.0
308,24 May 2024,-50366.0,1433.0,16970.0,-72379.0,-945.0,2320.0
307,27 May 2024,-50366.0,1433.0,16970.0,-72379.0,-541.22,922.6
306,28 May 2024,-50366.0,1433.0,16970.0,-72379.0,65.57,3231.5
305,29 May 2024,-50366.0,1433.0,16970.0,-72379.0,-5842.0,5234.0
304,30 May 2024,-50366.0,1433.0,16970.0,-72379.0,-3050.0,3433.0
303,31 May 2024,-50366.0,1433.0,16970.0,-72379.0,1613.0,2144.0
302,03 Jun 2024,-50366.0,1433.0,16970.0,-72379.0,6851.0,1914.0
301,04 Jun 2024,-50366.0,1433.0,16970.0,-72379.0,-12436.0,-3319.0
300,05 Jun 2024,-50366.0,1433.0,16970.0,-72379.0,-5656.0,4555.0
299,06 Jun 2024,-50366.0,1433.0,16970.0,-72379.0,-6868.0,3718.0
298,07 Jun 2024,-50366.0,1433.0,16970.0,-72379.0,4931.0,-1289.0
297,10 Jun 2024,-50366.0,1433.0,16970.0,-72379.0,2572.0,2764.0
296,11 Jun 2024,-50366.0,1433.0,16970.0,-72379.0,-111.0,3193.0
295,12 Jun 2024,-50366.0,1433.0,16970.0,-72379.0,427.0,234.0
294,13 Jun 2024,-50366.0,1433.0,16970.0,-72379.0,-3033.0,-554.0
293,14 Jun 2024,-50366.0,1433.0,16970.0,-72379.0,2176.0,656.0
292,18 Jun 2024,-50366.0,1433.0,16970.0,-72379.0,2569.0,1556.0
291,19 Jun 2024,-50366.0,1433.0,16970.0,-72379.0,7908.0,7108.0
290,20 Jun 2024,-50366.0,1433.0,16970.0,-72379.0,415.0,-326.0
289,21 Jun 2024,-50366.0,1433.0,16970.0,-72379.0,-1790.0,1237.0
288,24 Jun 2024,-50366.0,1433.0,16970.0,-72379.0,-654.0,-820.0
287,25 Jun 2024,-50366.0,1433.0,16970.0,-72379.0,1176.0,-149.0
286,26 Jun 2024,-50366.0,1433.0,16970.0,-72379.0,-3535.0,5104.0
285,27 Jun 2024,-50366.0,1433.0,16970.0,-72379.0,7658.0,-3605.0
284,28 Jun 2024,-50366.0,1433.0,16970.0,-72379.0,-23.0,6658.0
283,01 Jul 2024,-50366.0,1433.0,16970.0,-72379.0,-426.0,3917.0
282,02 Jul 2024,-50366.0,1433.0,16970.0,-72379.0,-2000.0,648.0
281,03 Jul 2024,-50366.0,1433.0,16970.0,-72379.0,5484.0,-924.0
280,04 Jul 2024,-50366.0,1433.0,16970.0,-72379.0,2756.0,-2375.0
279,05 Jul 2024,-50366.0,1433.0,16970.0,-72379.0,1241.0,-1651.0
278,08 Jul 2024,-50366.0,1433.0,16970.0,-72379.0,61.0,2867.0
277,09 Jul 2024,-50366.0,1433.0,16970.0,-72379.0,314.0,1416.0
276,10 Jul 2024,-50366.0,1433.0,16970.0,-72379.0,584.0,1082.0
275,11 Jul 2024,-50366.0,1433.0,16970.0,-72379.0,-1137.0,1676.0
274,12 Jul 2024,-50366.0,1433.0,16970.0,-72379.0,4022.0,-1651.0
273,15 Jul 2024,-50366.0,1433.0,16970.0,-72379.0,2685.0,-331.0
272,16 Jul 2024,-50366.0,1433.0,16970.0,-72379.0,1271.0,-529.0
271,18 Jul 2024,-50366.0,1433.0,16970.0,-72379.0,5484.0,-2904.0
270,19 Jul 2024,-50366.0,1433.0,16970.0,-72379.0,1506.0,-462.0
269,22 Jul 2024,-50366.0,1433.0,16970.0,-72379.0,3444.0,-1652.0
268,23 Jul 2024,-50366.0,1433.0,16970.0,-72379.0,-2975.0,1419.0
267,24 Jul 2024,-50366.0,1433.0,16970.0,-72379.0,-5131.0,3137.0
266,25 Jul 2024,-50366.0,1433.0,16970.0,-72379.0,-2605.0,2432.0
265,26 Jul 2024,-50366.0,1433.0,16970.0,-72379.0,2546.0,2774.0
264,29 Jul 2024,-50366.0,1433.0,16970.0,-72379.0,-2475.0,5666.0
263,30 Jul 2024,-50366.0,1433.0,16970.0,-72379.0,-5599.0,5565.0
262,31 Jul 2024,-50366.0,1433.0,16970.0,-72379.0,-3462.0,3367.0
261,01 Aug 2024,-50366.0,1433.0,16970.0,-72379.0,2089.0,-377.0
260,02 Aug 2024,-50366.0,1433.0,16970.0,-72379.0,-3310.0,2965.0
